Name,Gender,Ethnicity,Name-Gender,Year,Number,Proportion,Proportion-Ethnicity
Jackson,Male,BLACK NON HISP,Jackson-M,2015,11,0.00028199343724364236,0.09016393442622951
Jacob,Male,BLACK NON HISP,Jacob-M,2015,67,0.0017175963904840033,0.1043613707165109
Jaden,Male,BLACK NON HISP,Jaden-M,2015,29,0.0007434372436423297,0.27102803738317754
Jaheim,Male,BLACK NON HISP,Jaheim-M,2015,10,0.000256357670221493,1.0
Jahmir,Male,BLACK NON HISP,Jahmir-M,2015,12,0.00030762920426579164,1.0
Jaiden,Male,BLACK NON HISP,Jaiden-M,2015,15,0.00038453650533223953,0.4411764705882353
Jamal,Male,BLACK NON HISP,Jamal-M,2015,10,0.000256357670221493,1.0
James,Male,BLACK NON HISP,James-M,2015,28,0.0007178014766201805,0.06947890818858561
Jamir,Male,BLACK NON HISP,Jamir-M,2015,11,0.00028199343724364236,1.0
Jasiah,Male,BLACK NON HISP,Jasiah-M,2015,10,0.000256357670221493,1.0
Jason,Male,BLACK NON HISP,Jason-M,2015,21,0.0005383511074651354,0.12209302325581395
Jaxon,Male,BLACK NON HISP,Jaxon-M,2015,11,0.00028199343724364236,0.21568627450980393
Jayce,Male,BLACK NON HISP,Jayce-M,2015,27,0.0006921657095980312,0.4153846153846154
Jayceon,Male,BLACK NON HISP,Jayceon-M,2015,23,0.0005896226415094339,1.0
Jayden,Male,BLACK NON HISP,Jayden-M,2015,84,0.0021534044298605415,0.14814814814814814
Jaylen,Male,BLACK NON HISP,Jaylen-M,2015,17,0.00043580803937653815,1.0
Jeremiah,Male,BLACK NON HISP,Jeremiah-M,2015,113,0.0028968416735028714,0.5380952380952381
Jeremy,Male,BLACK NON HISP,Jeremy-M,2015,10,0.000256357670221493,0.06172839506172839
Joel,Male,BLACK NON HISP,Joel-M,2015,20,0.000512715340442986,0.16129032258064516
John,Male,BLACK NON HISP,John-M,2015,20,0.000512715340442986,0.08264462809917356
Jonathan,Male,BLACK NON HISP,Jonathan-M,2015,30,0.0007690730106644791,0.12096774193548387
Jordan,Male,BLACK NON HISP,Jordan-M,2015,40,0.001025430680885972,0.3225806451612903
Joseph,Male,BLACK NON HISP,Joseph-M,2015,37,0.0009485233798195242,0.07838983050847458
Joshua,Male,BLACK NON HISP,Joshua-M,2015,97,0.0024866694011484824,0.2948328267477204
Josiah,Male,BLACK NON HISP,Josiah-M,2015,111,0.0028455701394585727,0.5663265306122449
Julian,Male,BLACK NON HISP,Julian-M,2015,19,0.00048707957342083676,0.095
Justice,Male,BLACK NON HISP,Justice-M,2015,14,0.00035890073831009025,1.0
Justin,Male,BLACK NON HISP,Justin-M,2015,38,0.0009741591468416735,0.17117117117117117
Kaden,Male,BLACK NON HISP,Kaden-M,2015,20,0.000512715340442986,0.6666666666666666
Kai,Male,BLACK NON HISP,Kai-M,2015,22,0.0005639868744872847,0.3235294117647059
Kaiden,Male,BLACK NON HISP,Kaiden-M,2015,49,0.0012561525840853159,0.6049382716049383
Kaleb,Male,BLACK NON HISP,Kaleb-M,2015,16,0.00041017227235438887,0.5333333333333333
Kamari,Male,BLACK NON HISP,Kamari-M,2015,10,0.000256357670221493,1.0
Kameron,Male,BLACK NON HISP,Kameron-M,2015,11,0.00028199343724364236,1.0
Kareem,Male,BLACK NON HISP,Kareem-M,2015,14,0.00035890073831009025,1.0
Karter,Male,BLACK NON HISP,Karter-M,2015,41,0.0010510664479081214,0.803921568627451
Kayden,Male,BLACK NON HISP,Kayden-M,2015,55,0.0014099671862182117,0.45081967213114754
Kenneth,Male,BLACK NON HISP,Kenneth-M,2015,17,0.00043580803937653815,0.4473684210526316
Kevin,Male,BLACK NON HISP,Kevin-M,2015,25,0.0006408941755537326,0.13020833333333334
Khalil,Male,BLACK NON HISP,Khalil-M,2015,14,0.00035890073831009025,1.0
King,Male,BLACK NON HISP,King-M,2015,61,0.0015637817883511075,0.6777777777777778
Kyle,Male,BLACK NON HISP,Kyle-M,2015,34,0.0008716160787530763,0.30357142857142855
Kymani,Male,BLACK NON HISP,Kymani-M,2015,12,0.00030762920426579164,1.0
Kyrie,Male,BLACK NON HISP,Kyrie-M,2015,36,0.0009228876127973749,0.75
Legend,Male,BLACK NON HISP,Legend-M,2015,11,0.00028199343724364236,1.0
Leo,Male,BLACK NON HISP,Leo-M,2015,10,0.000256357670221493,0.04716981132075472
Leon,Male,BLACK NON HISP,Leon-M,2015,10,0.000256357670221493,0.14705882352941177
Levi,Male,BLACK NON HISP,Levi-M,2015,15,0.00038453650533223953,0.16853932584269662
Liam,Male,BLACK NON HISP,Liam-M,2015,129,0.00330701394585726,0.18668596237337193
Logan,Male,BLACK NON HISP,Logan-M,2015,84,0.0021534044298605415,0.25925925925925924
Lucas,Male,BLACK NON HISP,Lucas-M,2015,21,0.0005383511074651354,0.045454545454545456
Luke,Male,BLACK NON HISP,Luke-M,2015,17,0.00043580803937653815,0.11486486486486487
Major,Male,BLACK NON HISP,Major-M,2015,15,0.00038453650533223953,1.0
Makai,Male,BLACK NON HISP,Makai-M,2015,11,0.00028199343724364236,1.0
Malachi,Male,BLACK NON HISP,Malachi-M,2015,42,0.0010767022149302708,1.0
Malik,Male,BLACK NON HISP,Malik-M,2015,10,0.000256357670221493,0.47619047619047616
Mamadou,Male,BLACK NON HISP,Mamadou-M,2015,23,0.0005896226415094339,1.0
Marcus,Male,BLACK NON HISP,Marcus-M,2015,20,0.000512715340442986,0.30303030303030304
Mark,Male,BLACK NON HISP,Mark-M,2015,13,0.0003332649712879409,0.19696969696969696
Mason,Male,BLACK NON HISP,Mason-M,2015,103,0.002640484003281378,0.25183374083129584
Matthew,Male,BLACK NON HISP,Matthew-M,2015,56,0.001435602953240361,0.099644128113879
Maxwell,Male,BLACK NON HISP,Maxwell-M,2015,14,0.00035890073831009025,0.14583333333333334
Mekhi,Male,BLACK NON HISP,Mekhi-M,2015,14,0.00035890073831009025,1.0
Messiah,Male,BLACK NON HISP,Messiah-M,2015,56,0.001435602953240361,0.7777777777777778
Micah,Male,BLACK NON HISP,Micah-M,2015,36,0.0009228876127973749,0.6545454545454545
Michael,Male,BLACK NON HISP,Michael-M,2015,78,0.0019995898277276455,0.15757575757575756
Miles,Male,BLACK NON HISP,Miles-M,2015,11,0.00028199343724364236,0.1111111111111111
Mohamed,Male,BLACK NON HISP,Mohamed-M,2015,46,0.0011792452830188679,0.46938775510204084
Moussa,Male,BLACK NON HISP,Moussa-M,2015,10,0.000256357670221493,1.0
Muhammad,Male,BLACK NON HISP,Muhammad-M,2015,14,0.00035890073831009025,0.07446808510638298
Myles,Male,BLACK NON HISP,Myles-M,2015,13,0.0003332649712879409,1.0
Nasir,Male,BLACK NON HISP,Nasir-M,2015,31,0.0007947087776866284,1.0
Nathan,Male,BLACK NON HISP,Nathan-M,2015,50,0.0012817883511074652,0.20080321285140562
Nathaniel,Male,BLACK NON HISP,Nathaniel-M,2015,47,0.0012048810500410172,0.24352331606217617
Nicholas,Male,BLACK NON HISP,Nicholas-M,2015,32,0.0008203445447087777,0.11387900355871886
Noah,Male,BLACK NON HISP,Noah-M,2015,163,0.004178630024610336,0.24961715160796324
Noel,Male,BLACK NON HISP,Noel-M,2015,14,0.00035890073831009025,0.3684210526315789
Omar,Male,BLACK NON HISP,Omar-M,2015,13,0.0003332649712879409,0.15294117647058825
Omari,Male,BLACK NON HISP,Omari-M,2015,24,0.0006152584085315833,1.0
Ousmane,Male,BLACK NON HISP,Ousmane-M,2015,10,0.000256357670221493,1.0
Owen,Male,BLACK NON HISP,Owen-M,2015,12,0.00030762920426579164,0.0821917808219178
Peyton,Male,BLACK NON HISP,Peyton-M,2015,10,0.000256357670221493,1.0
Preston,Male,BLACK NON HISP,Preston-M,2015,21,0.0005383511074651354,0.4883720930232558
Prince,Male,BLACK NON HISP,Prince-M,2015,41,0.0010510664479081214,0.7592592592592593
Princeton,Male,BLACK NON HISP,Princeton-M,2015,12,0.00030762920426579164,1.0
Quincy,Male,BLACK NON HISP,Quincy-M,2015,10,0.000256357670221493,1.0
Richard,Male,BLACK NON HISP,Richard-M,2015,19,0.00048707957342083676,0.20652173913043478
Riley,Male,BLACK NON HISP,Riley-M,2015,10,0.000256357670221493,1.0
Robert,Male,BLACK NON HISP,Robert-M,2015,18,0.00046144380639868743,0.13953488372093023
Roman,Male,BLACK NON HISP,Roman-M,2015,12,0.00030762920426579164,0.2033898305084746
Royal,Male,BLACK NON HISP,Royal-M,2015,14,0.00035890073831009025,1.0
Ryan,Male,BLACK NON HISP,Ryan-M,2015,41,0.0010510664479081214,0.09669811320754718
Samuel,Male,BLACK NON HISP,Samuel-M,2015,38,0.0009741591468416735,0.10674157303370786
Sean,Male,BLACK NON HISP,Sean-M,2015,12,0.00030762920426579164,0.21052631578947367
Sebastian,Male,BLACK NON HISP,Sebastian-M,2015,28,0.0007178014766201805,0.06796116504854369
Shawn,Male,BLACK NON HISP,Shawn-M,2015,17,0.00043580803937653815,1.0
Sincere,Male,BLACK NON HISP,Sincere-M,2015,19,0.00048707957342083676,1.0
Stephen,Male,BLACK NON HISP,Stephen-M,2015,10,0.000256357670221493,0.5
Steven,Male,BLACK NON HISP,Steven-M,2015,15,0.00038453650533223953,0.12396694214876033
Thomas,Male,BLACK NON HISP,Thomas-M,2015,12,0.00030762920426579164,0.075
Tristan,Male,BLACK NON HISP,Tristan-M,2015,38,0.0009741591468416735,0.3486238532110092
Tyler,Male,BLACK NON HISP,Tyler-M,2015,62,0.0015894175553732568,0.3333333333333333
Victor,Male,BLACK NON HISP,Victor-M,2015,12,0.00030762920426579164,0.12371134020618557
William,Male,BLACK NON HISP,William-M,2015,19,0.00048707957342083676,0.054285714285714284
Wyatt,Male,BLACK NON HISP,Wyatt-M,2015,12,0.00030762920426579164,0.2926829268292683
Xavier,Male,BLACK NON HISP,Xavier-M,2015,43,0.00110233798195242,0.32575757575757575
Zachary,Male,BLACK NON HISP,Zachary-M,2015,20,0.000512715340442986,0.12987012987012986
Zaire,Male,BLACK NON HISP,Zaire-M,2015,20,0.000512715340442986,1.0
Zayden,Male,BLACK NON HISP,Zayden-M,2015,13,0.0003332649712879409,0.4482758620689655
Zion,Male,BLACK NON HISP,Zion-M,2015,42,0.0010767022149302708,0.8076923076923077
Aaron,Male,HISPANIC,Aaron-M,2015,126,0.0032301066447908123,0.402555910543131
Abdiel,Male,HISPANIC,Abdiel-M,2015,16,0.00041017227235438887,1.0
Abel,Male,HISPANIC,Abel-M,2015,21,0.0005383511074651354,1.0
Abraham,Male,HISPANIC,Abraham-M,2015,36,0.0009228876127973749,0.19889502762430938
Adam,Male,HISPANIC,Adam-M,2015,43,0.00110233798195242,0.16412213740458015
Adrian,Male,HISPANIC,Adrian-M,2015,146,0.003742821985233798,0.6293103448275862
Adriel,Male,HISPANIC,Adriel-M,2015,37,0.0009485233798195242,1.0
Aidan,Male,HISPANIC,Aidan-M,2015,18,0.00046144380639868743,0.2571428571428571
Aiden,Male,HISPANIC,Aiden-M,2015,187,0.0047938884331419195,0.35892514395393477
Alan,Male,HISPANIC,Alan-M,2015,68,0.0017432321575061526,0.5666666666666667
Albert,Male,HISPANIC,Albert-M,2015,26,0.0006665299425758818,0.5909090909090909
Alberto,Male,HISPANIC,Alberto-M,2015,10,0.000256357670221493,1.0
Alejandro,Male,HISPANIC,Alejandro-M,2015,50,0.0012817883511074652,1.0
Alex,Male,HISPANIC,Alex-M,2015,48,0.0012305168170631665,0.4247787610619469
Alexander,Male,HISPANIC,Alexander-M,2015,177,0.004537530762920426,0.36419753086419754
Alexis,Male,HISPANIC,Alexis-M,2015,37,0.0009485233798195242,1.0
Allan,Male,HISPANIC,Allan-M,2015,14,0.00035890073831009025,1.0
Allen,Male,HISPANIC,Allen-M,2015,21,0.0005383511074651354,0.5121951219512195
Alonso,Male,HISPANIC,Alonso-M,2015,10,0.000256357670221493,1.0
Alvin,Male,HISPANIC,Alvin-M,2015,20,0.000512715340442986,0.4166666666666667
Amari,Male,HISPANIC,Amari-M,2015,13,0.0003332649712879409,0.22807017543859648
Amir,Male,HISPANIC,Amir-M,2015,40,0.001025430680885972,0.2597402597402597
Anderson,Male,HISPANIC,Anderson-M,2015,21,0.0005383511074651354,0.6176470588235294
Andres,Male,HISPANIC,Andres-M,2015,32,0.0008203445447087777,1.0
Andrew,Male,HISPANIC,Andrew-M,2015,96,0.002461033634126333,0.35294117647058826
Andy,Male,HISPANIC,Andy-M,2015,34,0.0008716160787530763,0.4722222222222222
Angel,Male,HISPANIC,Angel-M,2015,194,0.004973338802296965,0.9023255813953488
Angelo,Male,HISPANIC,Angelo-M,2015,15,0.00038453650533223953,0.5
Anthony,Male,HISPANIC,Anthony-M,2015,157,0.00402481542247744,0.47575757575757577
Antonio,Male,HISPANIC,Antonio-M,2015,32,0.0008203445447087777,0.5079365079365079
Ariel,Male,HISPANIC,Ariel-M,2015,20,0.000512715340442986,0.46511627906976744
Armando,Male,HISPANIC,Armando-M,2015,10,0.000256357670221493,1.0
Armani,Male,HISPANIC,Armani-M,2015,15,0.00038453650533223953,1.0
Ashton,Male,HISPANIC,Ashton-M,2015,19,0.00048707957342083676,0.4634146341463415
Austin,Male,HISPANIC,Austin-M,2015,41,0.0010510664479081214,0.2971014492753623
Avery,Male,HISPANIC,Avery-M,2015,19,0.00048707957342083676,0.36538461538461536
Axel,Male,HISPANIC,Axel-M,2015,46,0.0011792452830188679,0.71875
Ayden,Male,HISPANIC,Ayden-M,2015,76,0.001948318293683347,0.4470588235294118
Benjamin,Male,HISPANIC,Benjamin-M,2015,81,0.0020764971287940935,0.21148825065274152
Bradley,Male,HISPANIC,Bradley-M,2015,32,0.0008203445447087777,0.5925925925925926
Brandon,Male,HISPANIC,Brandon-M,2015,97,0.0024866694011484824,0.49489795918367346
Brayan,Male,HISPANIC,Brayan-M,2015,23,0.0005896226415094339,1.0
Brayden,Male,HISPANIC,Brayden-M,2015,24,0.0006152584085315833,0.4528301886792453
Brian,Male,HISPANIC,Brian-M,2015,29,0.0007434372436423297,0.3815789473684211
Bruce,Male,HISPANIC,Bruce-M,2015,14,0.00035890073831009025,1.0
Bruno,Male,HISPANIC,Bruno-M,2015,10,0.000256357670221493,1.0
Bryan,Male,HISPANIC,Bryan-M,2015,58,0.0014868744872846595,0.5272727272727272
Bryant,Male,HISPANIC,Bryant-M,2015,13,0.0003332649712879409,1.0
Bryce,Male,HISPANIC,Bryce-M,2015,13,0.0003332649712879409,0.34210526315789475
Byron,Male,HISPANIC,Byron-M,2015,16,0.00041017227235438887,1.0
Caleb,Male,HISPANIC,Caleb-M,2015,58,0.0014868744872846595,0.3493975903614458
Cameron,Male,HISPANIC,Cameron-M,2015,20,0.000512715340442986,0.18181818181818182
Carlos,Male,HISPANIC,Carlos-M,2015,75,0.0019226825266611977,1.0
Carter,Male,HISPANIC,Carter-M,2015,24,0.0006152584085315833,0.17777777777777778
Cesar,Male,HISPANIC,Cesar-M,2015,30,0.0007690730106644791,1.0
Charles,Male,HISPANIC,Charles-M,2015,11,0.00028199343724364236,0.06918238993710692
Charlie,Male,HISPANIC,Charlie-M,2015,11,0.00028199343724364236,0.39285714285714285
Chase,Male,HISPANIC,Chase-M,2015,24,0.0006152584085315833,0.17391304347826086
Chris,Male,HISPANIC,Chris-M,2015,21,0.0005383511074651354,0.6176470588235294
Christian,Male,HISPANIC,Christian-M,2015,97,0.0024866694011484824,0.4311111111111111
Christopher,Male,HISPANIC,Christopher-M,2015,152,0.003896636587366694,0.5296167247386759
Cristian,Male,HISPANIC,Cristian-M,2015,33,0.000845980311730927,1.0
Cristopher,Male,HISPANIC,Cristopher-M,2015,12,0.00030762920426579164,1.0
Damian,Male,HISPANIC,Damian-M,2015,34,0.0008716160787530763,1.0
Damien,Male,HISPANIC,Damien-M,2015,13,0.0003332649712879409,1.0
Daniel,Male,HISPANIC,Daniel-M,2015,212,0.005434782608695652,0.4007561436672968
Danny,Male,HISPANIC,Danny-M,2015,23,0.0005896226415094339,1.0
Dante,Male,HISPANIC,Dante-M,2015,12,0.00030762920426579164,1.0
Dariel,Male,HISPANIC,Dariel-M,2015,28,0.0007178014766201805,1.0
Darwin,Male,HISPANIC,Darwin-M,2015,11,0.00028199343724364236,1.0
David,Male,HISPANIC,David-M,2015,153,0.003922272354388843,0.28073394495412846
Derek,Male,HISPANIC,Derek-M,2015,51,0.0013074241181296143,0.6623376623376623
Devin,Male,HISPANIC,Devin-M,2015,13,0.0003332649712879409,0.40625
Diego,Male,HISPANIC,Diego-M,2015,54,0.0013843314191960623,1.0
Dominic,Male,HISPANIC,Dominic-M,2015,29,0.0007434372436423297,0.3972602739726027
Dominick,Male,HISPANIC,Dominick-M,2015,17,0.00043580803937653815,0.5483870967741935
Dylan,Male,HISPANIC,Dylan-M,2015,339,0.008690525020508613,0.6457142857142857
Ean,Male,HISPANIC,Ean-M,2015,17,0.00043580803937653815,1.0
Edgar,Male,HISPANIC,Edgar-M,2015,19,0.00048707957342083676,1.0
Edison,Male,HISPANIC,Edison-M,2015,12,0.00030762920426579164,0.5
Eduardo,Male,HISPANIC,Eduardo-M,2015,12,0.00030762920426579164,1.0
Edward,Male,HISPANIC,Edward-M,2015,38,0.0009741591468416735,0.4222222222222222
Edwin,Male,HISPANIC,Edwin-M,2015,32,0.0008203445447087777,0.7111111111111111
Eli,Male,HISPANIC,Eli-M,2015,43,0.00110233798195242,0.25443786982248523
Eliam,Male,HISPANIC,Eliam-M,2015,13,0.0003332649712879409,1.0
Elian,Male,HISPANIC,Elian-M,2015,25,0.0006408941755537326,1.0
Elias,Male,HISPANIC,Elias-M,2015,65,0.0016663248564397046,0.6310679611650486
Elijah,Male,HISPANIC,Elijah-M,2015,80,0.002050861361771944,0.3292181069958848
Elliot,Male,HISPANIC,Elliot-M,2015,12,0.00030762920426579164,0.21428571428571427
Emanuel,Male,HISPANIC,Emanuel-M,2015,23,0.0005896226415094339,1.0
Emiliano,Male,HISPANIC,Emiliano-M,2015,19,0.00048707957342083676,1.0
Emilio,Male,HISPANIC,Emilio-M,2015,21,0.0005383511074651354,1.0
Emmanuel,Male,HISPANIC,Emmanuel-M,2015,79,0.002025225594749795,0.626984126984127
Enrique,Male,HISPANIC,Enrique-M,2015,14,0.00035890073831009025,1.0
Enzo,Male,HISPANIC,Enzo-M,2015,17,0.00043580803937653815,1.0
Eric,Male,HISPANIC,Eric-M,2015,31,0.0007947087776866284,0.24031007751937986
Erick,Male,HISPANIC,Erick-M,2015,60,0.0015381460213289581,1.0
Esteban,Male,HISPANIC,Esteban-M,2015,17,0.00043580803937653815,1.0
Ethan,Male,HISPANIC,Ethan-M,2015,332,0.008511074651353569,0.4409030544488712
Evan,Male,HISPANIC,Evan-M,2015,65,0.0016663248564397046,0.35714285714285715
Ezekiel,Male,HISPANIC,Ezekiel-M,2015,10,0.000256357670221493,1.0
Ezequiel,Male,HISPANIC,Ezequiel-M,2015,10,0.000256357670221493,1.0
Fabian,Male,HISPANIC,Fabian-M,2015,23,0.0005896226415094339,1.0
Felix,Male,HISPANIC,Felix-M,2015,18,0.00046144380639868743,0.2571428571428571
Fernando,Male,HISPANIC,Fernando-M,2015,17,0.00043580803937653815,1.0
Francis,Male,HISPANIC,Francis-M,2015,10,0.000256357670221493,0.4
Francisco,Male,HISPANIC,Francisco-M,2015,15,0.00038453650533223953,1.0
Frank,Male,HISPANIC,Frank-M,2015,15,0.00038453650533223953,0.4411764705882353
Franklin,Male,HISPANIC,Franklin-M,2015,12,0.00030762920426579164,1.0
Gabriel,Male,HISPANIC,Gabriel-M,2015,124,0.0031788351107465136,0.39490445859872614
Gael,Male,HISPANIC,Gael-M,2015,37,0.0009485233798195242,1.0
Gavin,Male,HISPANIC,Gavin-M,2015,16,0.00041017227235438887,0.22857142857142856
George,Male,HISPANIC,George-M,2015,13,0.0003332649712879409,0.12037037037037036
Giovanni,Male,HISPANIC,Giovanni-M,2015,30,0.0007690730106644791,0.35294117647058826
Grayson,Male,HISPANIC,Grayson-M,2015,19,0.00048707957342083676,0.24358974358974358
Gregory,Male,HISPANIC,Gregory-M,2015,10,0.000256357670221493,0.38461538461538464
Hector,Male,HISPANIC,Hector-M,2015,23,0.0005896226415094339,1.0
Henry,Male,HISPANIC,Henry-M,2015,27,0.0006921657095980312,0.10756972111553785
Hudson,Male,HISPANIC,Hudson-M,2015,10,0.000256357670221493,0.10416666666666667
Hunter,Male,HISPANIC,Hunter-M,2015,31,0.0007947087776866284,0.23846153846153847
Ian,Male,HISPANIC,Ian-M,2015,98,0.0025123051681706318,0.5975609756097561
Iker,Male,HISPANIC,Iker-M,2015,82,0.002102132895816243,1.0
Isaac,Male,HISPANIC,Isaac-M,2015,124,0.0031788351107465136,0.4412811387900356
Isaiah,Male,HISPANIC,Isaiah-M,2015,63,0.0016150533223954061,0.45323741007194246
Isaias,Male,HISPANIC,Isaias-M,2015,12,0.00030762920426579164,1.0
Ismael,Male,HISPANIC,Ismael-M,2015,20,0.000512715340442986,1.0
Israel,Male,HISPANIC,Israel-M,2015,18,0.00046144380639868743,0.3103448275862069
Ivan,Male,HISPANIC,Ivan-M,2015,34,0.0008716160787530763,0.3469387755102041
Jace,Male,HISPANIC,Jace-M,2015,48,0.0012305168170631665,0.5052631578947369
Jack,Male,HISPANIC,Jack-M,2015,28,0.0007178014766201805,0.1222707423580786
Jackson,Male,HISPANIC,Jackson-M,2015,18,0.00046144380639868743,0.14754098360655737
Jacob,Male,HISPANIC,Jacob-M,2015,293,0.0075112797374897455,0.45638629283489096
Jaden,Male,HISPANIC,Jaden-M,2015,42,0.0010767022149302708,0.3925233644859813
Jadiel,Male,HISPANIC,Jadiel-M,2015,45,0.0011536095159967185,1.0
Jael,Male,HISPANIC,Jael-M,2015,12,0.00030762920426579164,1.0
Jaiden,Male,HISPANIC,Jaiden-M,2015,19,0.00048707957342083676,0.5588235294117647
Jaime,Male,HISPANIC,Jaime-M,2015,15,0.00038453650533223953,1.0
Jake,Male,HISPANIC,Jake-M,2015,41,0.0010510664479081214,0.45054945054945056
James,Male,HISPANIC,James-M,2015,110,0.0028199343724364234,0.2729528535980149
Jared,Male,HISPANIC,Jared-M,2015,26,0.0006665299425758818,1.0
Jariel,Male,HISPANIC,Jariel-M,2015,10,0.000256357670221493,1.0
Jason,Male,HISPANIC,Jason-M,2015,52,0.0013330598851517637,0.3023255813953488
Javier,Male,HISPANIC,Javier-M,2015,24,0.0006152584085315833,1.0
Jaxon,Male,HISPANIC,Jaxon-M,2015,22,0.0005639868744872847,0.43137254901960786
Jaxson,Male,HISPANIC,Jaxson-M,2015,13,0.0003332649712879409,0.5652173913043478
Jayce,Male,HISPANIC,Jayce-M,2015,38,0.0009741591468416735,0.5846153846153846
Jayden,Male,HISPANIC,Jayden-M,2015,267,0.006844749794913864,0.4708994708994709
Jayson,Male,HISPANIC,Jayson-M,2015,13,0.0003332649712879409,1.0
Jean,Male,HISPANIC,Jean-M,2015,11,0.00028199343724364236,1.0
Jefferson,Male,HISPANIC,Jefferson-M,2015,17,0.00043580803937653815,1.0
Jeffrey,Male,HISPANIC,Jeffrey-M,2015,21,0.0005383511074651354,0.44680851063829785
Jeremiah,Male,HISPANIC,Jeremiah-M,2015,97,0.0024866694011484824,0.46190476190476193
Jeremy,Male,HISPANIC,Jeremy-M,2015,106,0.002717391304347826,0.654320987654321
Jesus,Male,HISPANIC,Jesus-M,2015,60,0.0015381460213289581,1.0
Joaquin,Male,HISPANIC,Joaquin-M,2015,16,0.00041017227235438887,1.0
Joel,Male,HISPANIC,Joel-M,2015,72,0.0018457752255947497,0.5806451612903226
Johan,Male,HISPANIC,Johan-M,2015,30,0.0007690730106644791,1.0
John,Male,HISPANIC,John-M,2015,66,0.001691960623461854,0.2727272727272727
Jonael,Male,HISPANIC,Jonael-M,2015,12,0.00030762920426579164,1.0
Jonah,Male,HISPANIC,Jonah-M,2015,22,0.0005639868744872847,0.2972972972972973
Jonas,Male,HISPANIC,Jonas-M,2015,12,0.00030762920426579164,1.0
Jonathan,Male,HISPANIC,Jonathan-M,2015,116,0.002973748974569319,0.46774193548387094
Jordan,Male,HISPANIC,Jordan-M,2015,46,0.0011792452830188679,0.3709677419354839
Jordi,Male,HISPANIC,Jordi-M,2015,12,0.00030762920426579164,1.0
Jorge,Male,HISPANIC,Jorge-M,2015,38,0.0009741591468416735,1.0
Jose,Male,HISPANIC,Jose-M,2015,102,0.0026148482362592287,1.0
Joseph,Male,HISPANIC,Joseph-M,2015,134,0.0034351927809680065,0.2838983050847458
Joshua,Male,HISPANIC,Joshua-M,2015,123,0.0031531993437243643,0.3738601823708207
Josiah,Male,HISPANIC,Josiah-M,2015,73,0.001871410992616899,0.37244897959183676
Josue,Male,HISPANIC,Josue-M,2015,29,0.0007434372436423297,1.0
Joziah,Male,HISPANIC,Joziah-M,2015,10,0.000256357670221493,1.0
Juan,Male,HISPANIC,Juan-M,2015,55,0.0014099671862182117,1.0
Julian,Male,HISPANIC,Julian-M,2015,90,0.002307219031993437,0.45
Julien,Male,HISPANIC,Julien-M,2015,10,0.000256357670221493,1.0
Julio,Male,HISPANIC,Julio-M,2015,11,0.00028199343724364236,1.0
Julius,Male,HISPANIC,Julius-M,2015,42,0.0010767022149302708,1.0
Justin,Male,HISPANIC,Justin-M,2015,104,0.0026661197703035273,0.46846846846846846
Kaiden,Male,HISPANIC,Kaiden-M,2015,32,0.0008203445447087777,0.3950617283950617
Kaleb,Male,HISPANIC,Kaleb-M,2015,14,0.00035890073831009025,0.4666666666666667
Karter,Male,HISPANIC,Karter-M,2015,10,0.000256357670221493,0.19607843137254902
Kayden,Male,HISPANIC,Kayden-M,2015,51,0.0013074241181296143,0.4180327868852459
Kelvin,Male,HISPANIC,Kelvin-M,2015,10,0.000256357670221493,1.0
Kenneth,Male,HISPANIC,Kenneth-M,2015,21,0.0005383511074651354,0.5526315789473685
Kenny,Male,HISPANIC,Kenny-M,2015,11,0.00028199343724364236,0.5238095238095238
Kevin,Male,HISPANIC,Kevin-M,2015,91,0.0023328547990155864,0.4739583333333333
King,Male,HISPANIC,King-M,2015,29,0.0007434372436423297,0.32222222222222224
Kyle,Male,HISPANIC,Kyle-M,2015,23,0.0005896226415094339,0.20535714285714285
Kyrie,Male,HISPANIC,Kyrie-M,2015,12,0.00030762920426579164,0.25
Landon,Male,HISPANIC,Landon-M,2015,20,0.000512715340442986,0.45454545454545453
Leandro,Male,HISPANIC,Leandro-M,2015,16,0.00041017227235438887,1.0
Lenny,Male,HISPANIC,Lenny-M,2015,10,0.000256357670221493,1.0
Leo,Male,HISPANIC,Leo-M,2015,41,0.0010510664479081214,0.19339622641509435
Leon,Male,HISPANIC,Leon-M,2015,13,0.0003332649712879409,0.19117647058823528
Leonardo,Male,HISPANIC,Leonardo-M,2015,59,0.0015125102543068088,0.6629213483146067
Leonel,Male,HISPANIC,Leonel-M,2015,10,0.000256357670221493,1.0
Leonidas,Male,HISPANIC,Leonidas-M,2015,13,0.0003332649712879409,1.0
Levi,Male,HISPANIC,Levi-M,2015,23,0.0005896226415094339,0.25842696629213485
Liam,Male,HISPANIC,Liam-M,2015,356,0.009126333059885151,0.5151953690303908
Logan,Male,HISPANIC,Logan-M,2015,133,0.003409557013945857,0.4104938271604938
Lorenzo,Male,HISPANIC,Lorenzo-M,2015,24,0.0006152584085315833,0.5
Louis,Male,HISPANIC,Louis-M,2015,11,0.00028199343724364236,0.19298245614035087
Luca,Male,HISPANIC,Luca-M,2015,21,0.0005383511074651354,0.14383561643835616
Lucas,Male,HISPANIC,Lucas-M,2015,190,0.0048707957342083675,0.41125541125541126
Luis,Male,HISPANIC,Luis-M,2015,86,0.00220467596390484,1.0
